Pressure_Pa,phi=0.5,phi=0.55,phi=0.6,phi=0.65,phi=0.7,phi=0.75,phi=0.8,phi=0.85,phi=0.9,phi=0.95,phi=1.0,phi=1.05,phi=1.1,phi=1.15,phi=1.2,phi=1.25,phi=1.3,phi=1.35,phi=1.4,phi=1.45,phi=1.5
101325,4.831948860176557,7.8218504381726035,11.364250203376594,15.219915608253807,19.24638300578481,23.194698879082765,26.990590054083114,30.570314574761426,33.604391829144,36.00557747772879,37.64132908358653,38.388256805939854,37.992097309149884,36.34072203493417,33.14758261929999,28.74653591338297,23.439311719179685,18.104851046871442,13.778080441361734,11.591402110631345,10.155378213273321
202650,2.9458147408342827,4.99083277531683,7.60307049069284,10.589150280782734,13.769068732136741,16.972269183890944,20.07573135128672,22.93146025981882,25.401873346704306,27.432289498500367,28.822272790458324,29.40196085249646,28.960180436703876,27.223308626043046,24.135179274218615,19.962069573063793,15.398863519884594,11.807721676226976,10.109054157591144,8.90760629727581,7.959288807208289
506635,1.6311816515958706,2.7065604319058725,4.1994422820394925,6.0793263703263145,8.236773216906224,10.49597681944727,12.722475270235392,14.74907240030236,16.49816655247305,17.895664816892605,18.84877501463921,19.165167410309596,18.630604062948535,16.90273026401146,14.060283672582162,11.092617480099575,9.193157589483688,8.14294536861921,7.365158796426408,6.704211932023855,6.147107878144049
2026500,0.8578956120559591,1.3732979440560793,2.060909277969521,2.943264742035362,3.9820328675511765,5.14256897703727,6.352815148244065,7.524747032410123,8.54077586769963,9.336316036431128,9.85886563039954,10.057752368987263,9.66970790336569,8.814643726706576,7.898885401480374,7.248091293589083,6.742718397552548,6.308775072250201,5.921220412167794,5.574249677020907,5.259495681829984
