Temp_K,phi=0.5,phi=0.55,phi=0.6,phi=0.65,phi=0.7,phi=0.75,phi=0.8,phi=0.85,phi=0.9,phi=0.95,phi=1.0,phi=1.05,phi=1.1,phi=1.15,phi=1.2,phi=1.25,phi=1.3,phi=1.35,phi=1.4,phi=1.45,phi=1.5
358.0,8.001097679271904,12.277848171683695,17.086822787671014,22.268045498103977,27.509067183064467,32.65237576863439,37.547447412811366,41.959006724084254,45.754543493422695,48.66613260363538,50.63745861799022,51.4641796564196,50.96289728016357,48.98577000148091,45.2684741427272,39.790290110947,33.29172902557785,26.510294067479002,20.508571366353856,16.814521225951793,14.632240685040903
393.0,10.466518993503932,15.600913453255833,21.255738866662067,27.28472114155179,33.324782409322765,39.171379755781146,44.742463009092745,49.68467930404286,53.88831277878469,57.1379054231291,59.29617745086988,60.15610939726227,59.55143756968211,57.364786185512806,53.28670436420926,47.35381336374427,40.069352651532355,32.43671903448889,25.457555275902894,20.575568433050744,17.83197968628993
428.0,13.486983512096979,19.564526789062782,26.153489067141038,33.08321691710571,39.94062244399866,46.64268396651481,52.845673222906264,58.257624252042696,62.917261063031575,66.4253439662252,68.74203693301874,69.64189198304615,68.98525694699758,66.54494439060312,62.192197095929615,55.64195143061117,47.67009820616725,39.13379104064118,31.219901753873053,25.087391575369978,21.59809695684375
